,ObservationID,Date_Time,Site_ID,NOx,NO2,NO,PM10,O3,Temperature,ObjectId,ObjectId2,NVPM10,VPM10,NVPM2_5,PM2_5,VPM2_5,CO,RH,Pressure,SO2
520585,520585,2015-01-02 11:00:00,375.0,70.75,36.5,22.25,,,,,514137,,,,,,,,,
520586,520586,2015-01-02 11:00:00,270.0,143.0,65.75,50.25,,,,,514135,,,,,,,,,
520587,520587,2015-01-02 11:00:00,203.0,84.75,43.5,26.75,,,,,514133,,,,,,,,,
520584,520584,2015-01-02 11:00:00,215.0,70.5,47.0,15.0,,,,,1378018,,,,,,,,,
520580,520580,2015-01-02 12:00:00,206.0,408.5,97.75,202.75,,,,,1041645,,,,,,,,,
520579,520579,2015-01-02 12:00:00,452.0,23.5237503051758,16.1271591186523,4.82392978668213,18.0,58.1247596740723,,,1041647,17.0,1.0,7.4,7.90000009536743,0.5,,,,
520578,520578,2015-01-02 12:00:00,270.0,112.0,45.25,43.5,,,,,352515,,,,,,,,,
520577,520577,2015-01-02 12:00:00,375.0,68.5,36.0,21.0,,,,,352516,,,,,,,,,
520576,520576,2015-01-02 12:00:00,463.0,,,,,,,,514131,,,,,,,,,
520575,520575,2015-01-02 12:00:00,215.0,96.75,57.5,25.5,,,,,630359,,,,,,,,,
520574,520574,2015-01-02 12:00:00,203.0,90.25,46.0,28.75,,,,,240023,,,,,,,,,
520568,520568,2015-01-02 13:00:00,203.0,95.25,46.75,31.75,,,,,1041643,,,,,,,,,
520567,520567,2015-01-02 13:00:00,206.0,492.75,104.5,253.25,,,,,240021,,,,,,,,,
520569,520569,2015-01-02 13:00:00,215.0,81.5,52.75,18.75,,,,,854487,,,,,,,,,
520573,520573,2015-01-02 13:00:00,375.0,73.25,39.0,22.25,,,,,1378016,,,,,,,,,
520571,520571,2015-01-02 13:00:00,463.0,,,,,,,,854491,,,,,,,,,
520570,520570,2015-01-02 13:00:00,270.0,155.5,60.5,61.75,,,,,854489,,,,,,,,,
520572,520572,2015-01-02 13:00:00,452.0,21.396089553833,14.7272100448608,4.34933996200562,16.1000003814697,59.6714286804199,,,352514,15.3,0.8,6.2,6.69999980926514,0.5,,,,
520566,520566,2015-01-02 14:00:00,270.0,141.5,67.75,48.25,,,,,854483,,,,,,,,,
520565,520565,2015-01-02 14:00:00,206.0,648.5,129.75,338.5,,,,,151889,,,,,,,,,
520564,520564,2015-01-02 14:00:00,463.0,,,,,,,,151890,,,,,,,,,
520563,520563,2015-01-02 14:00:00,452.0,26.2763195037842,17.789119720459,5.53521013259888,12.5,57.42626953125,,,854485,10.3,2.2,4.3,7.19999980926514,2.9,,,,
520562,520562,2015-01-02 14:00:00,215.0,87.0,54.25,21.25,,,,,514129,,,,,,,,,
520561,520561,2015-01-02 14:00:00,203.0,103.5,49.25,35.5,,,,,151888,,,,,,,,,
520560,520560,2015-01-02 14:00:00,375.0,65.25,36.5,18.75,,,,,240019,,,,,,,,,
520553,520553,2015-01-02 15:00:00,206.0,772.25,158.75,399.75,,,,,352513,,,,,,,,,
520554,520554,2015-01-02 15:00:00,375.0,58.0,32.5,16.25,,,,,240017,,,,,,,,,
520555,520555,2015-01-02 15:00:00,215.0,88.5,56.0,21.5,,,,,514127,,,,,,,,,
520558,520558,2015-01-02 15:00:00,463.0,,,,,,,,630356,,,,,,,,,
520557,520557,2015-01-02 15:00:00,452.0,29.7800197601318,23.7173900604248,3.95393991470337,12.1000003814697,52.6864814758301,,,1041641,9.4,2.7,3.9,6.09999990463257,2.2,,,,
520559,520559,2015-01-02 15:00:00,270.0,147.5,51.0,63.0,,,,,1378014,,,,,,,,,
520556,520556,2015-01-02 15:00:00,203.0,101.75,50.5,33.5,,,,,1041639,,,,,,,,,
520547,520547,2015-01-02 16:00:00,206.0,693.0,134.0,364.25,,,,,514125,,,,,,,,,
520546,520546,2015-01-02 16:00:00,270.0,134.5,58.75,49.5,,,,,352512,,,,,,,,,
520548,520548,2015-01-02 16:00:00,463.0,,,,,,,,854481,,,,,,,,,
520551,520551,2015-01-02 16:00:00,452.0,50.0501289367676,38.2887306213379,7.67057991027832,12.3000001907349,40.7621688842773,,,151887,11.3,1.0,5.4,6.40000009536743,1.0,,,,
520550,520550,2015-01-02 16:00:00,203.0,128.75,61.0,44.25,,,,,1041637,,,,,,,,,
520552,520552,2015-01-02 16:00:00,215.0,100.25,62.5,24.75,,,,,151886,,,,,,,,,
520549,520549,2015-01-02 16:00:00,375.0,77.75,42.5,23.25,,,,,854479,,,,,,,,,
520545,520545,2015-01-02 17:00:00,215.0,205.25,93.75,72.75,,,,,1041635,,,,,,,,,
520544,520544,2015-01-02 17:00:00,463.0,,,,,,,,514123,,,,,,,,,
520543,520543,2015-01-02 17:00:00,375.0,70.25,44.5,17.0,,,,,514121,,,,,,,,,
520542,520542,2015-01-02 17:00:00,206.0,862.25,165.5,454.25,,,,,1378012,,,,,,,,,
520541,520541,2015-01-02 17:00:00,203.0,149.75,70.5,52.0,,,,,151884,,,,,,,,,
520540,520540,2015-01-02 17:00:00,452.0,74.3245315551758,53.7111282348633,13.4437103271484,14.8999996185303,25.2954998016357,,,151885,14.2,0.7,9.0,9.80000019073486,0.8,,,,
520539,520539,2015-01-02 17:00:00,270.0,273.25,94.75,116.25,,,,,352511,,,,,,,,,
520533,520533,2015-01-02 18:00:00,203.0,154.5,67.75,56.5,,,,,1378010,,,,,,,,,
520532,520532,2015-01-02 18:00:00,270.0,274.5,92.25,118.75,,,,,854477,,,,,,,,,
520534,520534,2015-01-02 18:00:00,463.0,,,,,,,,1041633,,,,,,,,,
520537,520537,2015-01-02 18:00:00,215.0,163.5,82.75,52.75,,,,,854475,,,,,,,,,
520536,520536,2015-01-02 18:00:00,206.0,727.0,157.0,371.5,,,,,514119,,,,,,,,,
520538,520538,2015-01-02 18:00:00,375.0,244.0,83.25,104.75,,,,,630353,,,,,,,,,
520535,520535,2015-01-02 18:00:00,452.0,142.89338684082,73.6585006713867,45.1538200378418,19.3999996185303,12.3733396530151,,,151883,17.8,1.6,9.1,10.6999998092651,1.6,,,,
520531,520531,2015-01-02 19:00:00,203.0,219.0,82.25,89.25,,,,,1378008,,,,,,,,,
520530,520530,2015-01-02 19:00:00,452.0,91.7168121337891,69.4060592651367,14.5506896972656,25.2000007629395,11.8744201660156,,,151882,23.3,1.9,14.1,16.2999992370605,2.2,,,,
520529,520529,2015-01-02 19:00:00,206.0,594.25,140.25,296.25,,,,,630344,,,,,,,,,
520528,520528,2015-01-02 19:00:00,270.0,298.25,91.5,134.5,,,,,151881,,,,,,,,,
520527,520527,2015-01-02 19:00:00,463.0,,,,,,,,630350,,,,,,,,,
520526,520526,2015-01-02 19:00:00,215.0,160.0,81.0,51.5,,,,,151880,,,,,,,,,
520525,520525,2015-01-02 19:00:00,375.0,312.75,96.75,140.75,,,,,630347,,,,,,,,,
520518,520518,2015-01-02 20:00:00,270.0,280.25,110.75,110.5,,,,,630341,,,,,,,,,
520519,520519,2015-01-02 20:00:00,452.0,62.187328338623,53.4572410583496,5.69361019134521,21.2000007629395,24.3974304199219,,,151879,19.0,2.2,11.7,14.6999998092651,3.0,,,,
520520,520520,2015-01-02 20:00:00,203.0,109.25,57.0,34.25,,,,,352510,,,,,,,,,
520521,520521,2015-01-02 20:00:00,463.0,,,,,,,,240015,,,,,,,,,
520523,520523,2015-01-02 20:00:00,206.0,413.0,116.25,193.5,,,,,854473,,,,,,,,,
520524,520524,2015-01-02 20:00:00,215.0,132.0,72.0,38.75,,,,,1041631,,,,,,,,,
520522,520522,2015-01-02 20:00:00,375.0,282.5,92.5,123.75,,,,,1378006,,,,,,,,,
520517,520517,2015-01-02 21:00:00,463.0,,,,,,,,514117,,,,,,,,,
520516,520516,2015-01-02 21:00:00,375.0,205.5,82.75,80.0,,,,,514115,,,,,,,,,
520515,520515,2015-01-02 21:00:00,270.0,199.0,79.75,77.75,,,,,151878,,,,,,,,,
520514,520514,2015-01-02 21:00:00,215.0,133.0,75.25,37.5,,,,,514113,,,,,,,,,
520513,520513,2015-01-02 21:00:00,452.0,44.4197311401367,38.2361297607422,4.03283023834229,18.8999996185303,35.4236793518066,,,1378004,16.9,2.0,8.3,9.69999980926514,1.4,,,,
520512,520512,2015-01-02 21:00:00,203.0,136.75,62.25,48.75,,,,,630338,,,,,,,,,
520511,520511,2015-01-02 21:00:00,206.0,386.75,108.5,181.5,,,,,514111,,,,,,,,,
520504,520504,2015-01-02 22:00:00,270.0,152.0,65.75,56.5,,,,,1378002,,,,,,,,,
520507,520507,2015-01-02 22:00:00,452.0,37.1622695922852,32.6755409240723,2.92617011070251,19.2000007629395,36.3217391967773,,,352509,15.8,3.4,8.6,13.0,4.4,,,,
520505,520505,2015-01-02 22:00:00,463.0,,,,,,,,630335,,,,,,,,,
520506,520506,2015-01-02 22:00:00,215.0,121.25,72.0,32.25,,,,,240011,,,,,,,,,
520509,520509,2015-01-02 22:00:00,203.0,172.0,65.75,69.25,,,,,240009,,,,,,,,,
520510,520510,2015-01-02 22:00:00,206.0,322.25,92.0,150.5,,,,,151877,,,,,,,,,
520508,520508,2015-01-02 22:00:00,375.0,161.25,66.75,61.75,,,,,240013,,,,,,,,,
520503,520503,2015-01-02 23:00:00,215.0,196.0,87.75,70.5,,,,,630332,,,,,,,,,
520502,520502,2015-01-02 23:00:00,270.0,103.5,50.5,34.75,,,,,151876,,,,,,,,,
520501,520501,2015-01-02 23:00:00,206.0,320.25,92.0,149.0,,,,,151875,,,,,,,,,
520500,520500,2015-01-02 23:00:00,375.0,186.5,71.5,75.0,,,,,514107,,,,,,,,,
520499,520499,2015-01-02 23:00:00,463.0,,,,,,,,514109,,,,,,,,,
520498,520498,2015-01-02 23:00:00,452.0,80.0802001953125,51.1005706787109,18.9000301361084,18.7000007629395,19.6077499389648,,,854471,16.2,2.5,11.1,14.6000003814697,3.5,,,,
520497,520497,2015-01-02 23:00:00,203.0,139.25,59.5,52.0,,,,,1378000,,,,,,,,,
520490,520490,2015-01-03 00:00:00,215.0,162.25,80.0,53.5,,,,,1377998,,,,,,,,,
520491,520491,2015-01-03 00:00:00,203.0,85.75,45.5,26.0,,,,,240007,,,,,,,,,
520492,520492,2015-01-03 00:00:00,375.0,186.75,69.5,76.5,,,,,352508,,,,,,,,,
520496,520496,2015-01-03 00:00:00,463.0,,,,,,,,630329,,,,,,,,,
520494,520494,2015-01-03 00:00:00,270.0,73.0,31.25,27.0,,,,,352507,,,,,,,,,
520495,520495,2015-01-03 00:00:00,452.0,75.9963836669922,38.6063613891602,24.3851299285889,19.1000003814697,35.3238906860352,,,1041629,14.6,4.5,8.1,12.6000003814697,4.5,,,,
520493,520493,2015-01-03 00:00:00,206.0,302.25,88.0,139.75,,,,,1377996,,,,,,,,,
520484,520484,2015-01-03 01:00:00,270.0,63.5,26.0,24.5,,,,,352506,,,,,,,,,
520483,520483,2015-01-03 01:00:00,375.0,85.5,45.75,25.75,,,,,151873,,,,,,,,,
520485,520485,2015-01-03 01:00:00,452.0,27.2250804901123,24.6349105834961,1.68926000595093,15.1999998092651,43.5561485290527,,,151874,10.0,5.2,2.3,8.69999980926514,6.4,,,,
520489,520489,2015-01-03 01:00:00,206.0,198.5,64.5,87.25,,,,,854469,,,,,,,,,
520487,520487,2015-01-03 01:00:00,215.0,30.25,26.5,2.5,,,,,352505,,,,,,,,,
520488,520488,2015-01-03 01:00:00,203.0,32.75,22.5,6.5,,,,,514103,,,,,,,,,
520486,520486,2015-01-03 01:00:00,463.0,,,,,,,,514105,,,,,,,,,
520482,520482,2015-01-03 02:00:00,463.0,,,,,,,,151872,,,,,,,,,
520481,520481,2015-01-03 02:00:00,270.0,43.25,26.0,11.25,,,,,240005,,,,,,,,,
520480,520480,2015-01-03 02:00:00,375.0,63.5,38.75,16.0,,,,,151871,,,,,,,,,
520479,520479,2015-01-03 02:00:00,203.0,18.0,13.75,2.5,,,,,630326,,,,,,,,,
520478,520478,2015-01-03 02:00:00,215.0,44.5,35.25,5.75,,,,,352504,,,,,,,,,
520477,520477,2015-01-03 02:00:00,452.0,51.9865303039551,46.887809753418,3.32529997825623,12.8000001907349,23.1002292633057,,,854467,12.2,0.6,4.9,7.5,2.6,,,,
520476,520476,2015-01-03 02:00:00,206.0,167.5,62.0,68.75,,,,,514101,,,,,,,,,
520470,520470,2015-01-03 03:00:00,206.0,142.75,58.5,55.0,,,,,1041627,,,,,,,,,
520469,520469,2015-01-03 03:00:00,463.0,,,,,,,,514099,,,,,,,,,
520471,520471,2015-01-03 03:00:00,215.0,23.25,20.5,1.5,,,,,151869,,,,,,,,,
520475,520475,2015-01-03 03:00:00,203.0,33.0,24.25,5.75,,,,,352502,,,,,,,,,
520473,520473,2015-01-03 03:00:00,270.0,37.75,22.25,9.75,,,,,240003,,,,,,,,,
520474,520474,2015-01-03 03:00:00,375.0,114.75,56.0,38.0,,,,,352503,,,,,,,,,
520472,520472,2015-01-03 03:00:00,452.0,20.7946090698242,18.4881401062012,1.50424003601074,13.3000001907349,56.2787399291992,,,151870,10.5,2.8,3.2,8.0,4.8,,,,
520468,520468,2015-01-03 04:00:00,203.0,13.25,11.25,1.25,,,,,1041623,,,,,,,,,
520467,520467,2015-01-03 04:00:00,270.0,42.5,27.5,9.75,,,,,514095,,,,,,,,,
520466,520466,2015-01-03 04:00:00,452.0,46.9757804870605,38.9638404846191,5.22524976730347,7.90000009536743,32.4301300048828,,,514097,4.4,3.5,-1.2,4.19999980926514,5.4,,,,
520465,520465,2015-01-03 04:00:00,375.0,50.25,30.75,12.5,,,,,1377994,,,,,,,,,
520464,520464,2015-01-03 04:00:00,463.0,,,,,,,,854465,,,,,,,,,
520463,520463,2015-01-03 04:00:00,215.0,35.0,28.5,4.0,,,,,1041625,,,,,,,,,
520462,520462,2015-01-03 04:00:00,206.0,109.5,42.75,43.75,,,,,630323,,,,,,,,,
520455,520455,2015-01-03 05:00:00,215.0,55.0,42.25,8.25,,,,,1041621,,,,,,,,,
520456,520456,2015-01-03 05:00:00,375.0,50.75,34.5,10.5,,,,,514093,,,,,,,,,
520457,520457,2015-01-03 05:00:00,270.0,16.75,15.25,1.0,,,,,1377992,,,,,,,,,
520459,520459,2015-01-03 05:00:00,452.0,23.6757907867432,19.9124698638916,2.45438003540039,8.89999961853027,48.9445381164551,,,854461,3.4,5.5,-0.8,5.30000019073486,6.1,,,,
520460,520460,2015-01-03 05:00:00,463.0,,,,,,,,854463,,,,,,,,,
520461,520461,2015-01-03 05:00:00,203.0,35.75,21.5,9.25,,,,,1041619,,,,,,,,,
520458,520458,2015-01-03 05:00:00,206.0,84.75,37.5,31.0,,,,,352501,,,,,,,,,
520454,520454,2015-01-03 06:00:00,203.0,11.0,9.75,1.0,,,,,352499,,,,,,,,,
520453,520453,2015-01-03 06:00:00,215.0,53.5,32.5,13.75,,,,,352500,,,,,,,,,
520452,520452,2015-01-03 06:00:00,206.0,80.25,37.75,27.5,,,,,630320,,,,,,,,,
520451,520451,2015-01-03 06:00:00,375.0,41.25,27.25,9.0,,,,,854459,,,,,,,,,
520450,520450,2015-01-03 06:00:00,452.0,17.6628894805908,15.2344999313354,1.58376002311707,5.0,56.3286285400391,,,514091,-2.0,7.0,-3.4,5.30000019073486,8.7,,,,
520449,520449,2015-01-03 06:00:00,463.0,,,,,,,,240001,,,,,,,,,
520448,520448,2015-01-03 06:00:00,270.0,25.0,19.5,3.25,,,,,854457,,,,,,,,,
520441,520441,2015-01-03 07:00:00,203.0,15.0,12.75,1.5,,,,,514089,,,,,,,,,
520442,520442,2015-01-03 07:00:00,375.0,34.25,21.5,8.25,,,,,151868,,,,,,,,,
520443,520443,2015-01-03 07:00:00,463.0,,,,,,,,630317,,,,,,,,,
520444,520444,2015-01-03 07:00:00,452.0,22.6736392974854,19.5175399780273,2.05836009979248,-3.29999995231628,51.1398086547852,,,630314,-3.8,0.5,-4.4,-1.60000002384186,2.8,,,,
520446,520446,2015-01-03 07:00:00,215.0,77.25,42.75,22.5,,,,,630311,,,,,,,,,
520445,520445,2015-01-03 07:00:00,270.0,36.25,24.75,7.5,,,,,352498,,,,,,,,,
520447,520447,2015-01-03 07:00:00,206.0,114.75,47.0,44.25,,,,,630308,,,,,,,,,
520440,520440,2015-01-03 08:00:00,215.0,85.75,43.5,27.75,,,,,854455,,,,,,,,,
520439,520439,2015-01-03 08:00:00,270.0,54.0,27.25,17.5,,,,,151866,,,,,,,,,
520438,520438,2015-01-03 08:00:00,452.0,26.5569801330566,23.5223197937012,1.97915005683899,12.6999998092651,43.7058296203613,,,239999,3.4,9.3,5.2,14.3999996185303,9.2,,,,
520437,520437,2015-01-03 08:00:00,203.0,27.75,20.75,4.5,,,,,1377990,,,,,,,,,
520436,520436,2015-01-03 08:00:00,206.0,143.5,54.25,58.0,,,,,151865,,,,,,,,,
520435,520435,2015-01-03 08:00:00,463.0,,,,,,,,151867,,,,,,,,,
520434,520434,2015-01-03 08:00:00,375.0,49.0,31.25,11.75,,,,,352497,,,,,,,,,
520427,520427,2015-01-03 09:00:00,270.0,69.75,36.5,21.5,,,,,239995,,,,,,,,,
520428,520428,2015-01-03 09:00:00,463.0,,,,,,,,239997,,,,,,,,,
520429,520429,2015-01-03 09:00:00,215.0,93.75,47.0,30.75,,,,,239993,,,,,,,,,
520432,520432,2015-01-03 09:00:00,206.0,336.25,83.0,165.25,,,,,854449,,,,,,,,,
520431,520431,2015-01-03 09:00:00,375.0,90.5,51.25,25.75,,,,,854451,,,,,,,,,
520433,520433,2015-01-03 09:00:00,452.0,63.5112609863281,50.6430015563965,8.39245986938477,9.30000019073486,19.0090408325195,,,854453,5.1,4.2,2.7,6.40000009536743,3.7,,,,
520430,520430,2015-01-03 09:00:00,203.0,30.0,23.0,4.5,,,,,1041617,,,,,,,,,
520421,520421,2015-01-03 10:00:00,270.0,99.0,48.25,33.25,,,,,854445,,,,,,,,,
520420,520420,2015-01-03 10:00:00,215.0,219.75,86.25,87.0,,,,,239991,,,,,,,,,
520422,520422,2015-01-03 10:00:00,375.0,116.75,63.25,35.0,,,,,854447,,,,,,,,,
520425,520425,2015-01-03 10:00:00,206.0,602.25,119.0,315.25,,,,,630305,,,,,,,,,
520424,520424,2015-01-03 10:00:00,203.0,114.75,59.5,36.25,,,,,514087,,,,,,,,,
520426,520426,2015-01-03 10:00:00,463.0,,,,,,,,1041615,,,,,,,,,
520423,520423,2015-01-03 10:00:00,452.0,97.0832824707031,63.2138595581055,22.0890598297119,11.3000001907349,9.67914962768555,,,1377988,8.6,2.7,7.9,12.0,4.1,,,,
520419,520419,2015-01-03 11:00:00,206.0,590.25,125.5,303.25,,,,,1377982,,,,,,,,,
520418,520418,2015-01-03 11:00:00,375.0,245.25,82.75,106.0,,,,,151863,,,,,,,,,
520417,520417,2015-01-03 11:00:00,215.0,211.0,85.0,82.25,,,,,1377984,,,,,,,,,
520416,520416,2015-01-03 11:00:00,203.0,115.5,60.0,36.25,,,,,352496,,,,,,,,,
520415,520415,2015-01-03 11:00:00,452.0,125.895088195801,66.5320510864258,38.7155685424805,8.69999980926514,7.33419990539551,,,151864,6.4,2.3,6.2,8.30000019073486,2.1,,,,
520414,520414,2015-01-03 11:00:00,463.0,,,,,,,,1377986,,,,,,,,,
520413,520413,2015-01-03 11:00:00,270.0,171.25,61.0,71.75,,,,,151862,,,,,,,,,
520407,520407,2015-01-03 12:00:00,206.0,639.0,141.25,324.5,,,,,1041611,,,,,,,,,
520406,520406,2015-01-03 12:00:00,463.0,,,,,,,,352495,,,,,,,,,
520408,520408,2015-01-03 12:00:00,203.0,124.75,58.75,43.0,,,,,1377978,,,,,,,,,
520411,520411,2015-01-03 12:00:00,452.0,94.8284378051758,61.0804710388184,22.009859085083,7.80000019073486,11.8744201660156,,,854443,7.2,0.6,7.9,7.40000009536743,-0.5,,,,
520410,520410,2015-01-03 12:00:00,375.0,139.0,65.0,48.5,,,,,1041613,,,,,,,,,
520409,520409,2015-01-03 12:00:00,270.0,144.25,57.25,56.5,,,,,1377980,,,,,,,,,
520412,520412,2015-01-03 12:00:00,215.0,202.5,80.75,79.25,,,,,352494,,,,,,,,,
520404,520404,2015-01-03 13:00:00,463.0,,,,,,,,1377976,,,,,,,,,
520403,520403,2015-01-03 13:00:00,203.0,111.25,56.5,36.0,,,,,854441,,,,,,,,,
520402,520402,2015-01-03 13:00:00,452.0,51.1096496582031,38.4847602844238,8.23373985290527,8.30000019073486,31.6318492889404,,,151861,6.9,1.4,6.7,7.5,0.8,,,,
520401,520401,2015-01-03 13:00:00,206.0,665.5,145.0,339.25,,,,,151860,,,,,,,,,
520400,520400,2015-01-03 13:00:00,375.0,77.25,52.25,16.25,,,,,1041609,,,,,,,,,
520399,520399,2015-01-03 13:00:00,270.0,116.5,58.75,37.75,,,,,1377974,,,,,,,,,
520405,520405,2015-01-03 13:00:00,215.0,130.0,71.75,37.75,,,,,1377972,,,,,,,,,
520392,520392,2015-01-03 14:00:00,270.0,116.75,61.5,36.25,,,,,352492,,,,,,,,,
520395,520395,2015-01-03 14:00:00,375.0,36.5,28.75,5.25,,,,,854439,,,,,,,,,
520393,520393,2015-01-03 14:00:00,452.0,31.1919193267822,23.6652793884277,4.90875005722046,6.40000009536743,45.3023910522461,,,352493,6.3,0.1,4.5,4.5,0.0,,,,
520397,520397,2015-01-03 14:00:00,215.0,87.5,54.75,21.0,,,,,1377970,,,,,,,,,
520398,520398,2015-01-03 14:00:00,206.0,561.5,142.25,273.5,,,,,854437,,,,,,,,,
520396,520396,2015-01-03 14:00:00,203.0,78.75,49.25,19.0,,,,,854435,,,,,,,,,
520394,520394,2015-01-03 14:00:00,463.0,,,,,,,,1041607,,,,,,,,,
520391,520391,2015-01-03 15:00:00,270.0,107.75,52.0,36.25,,,,,854431,,,,,,,,,
520390,520390,2015-01-03 15:00:00,215.0,54.0,37.5,11.0,,,,,239989,,,,,,,,,
520389,520389,2015-01-03 15:00:00,375.0,43.0,26.25,10.75,,,,,514085,,,,,,,,,
520388,520388,2015-01-03 15:00:00,206.0,563.25,136.0,278.5,,,,,352491,,,,,,,,,
520387,520387,2015-01-03 15:00:00,203.0,39.25,31.5,5.25,,,,,1041605,,,,,,,,,
520386,520386,2015-01-03 15:00:00,452.0,29.3128890991211,24.4570503234863,3.16689991950989,5.69999980926514,44.5540008544922,,,630302,6.6,-0.9,7.3,6.40000009536743,-0.9,,,,
520385,520385,2015-01-03 15:00:00,463.0,,,,,,,,854433,,,,,,,,,
520380,520380,2015-01-03 16:00:00,215.0,79.25,49.25,19.5,,,,,239987,,,,,,,,,
520378,520378,2015-01-03 16:00:00,206.0,508.25,121.0,252.5,,,,,239985,,,,,,,,,
520379,520379,2015-01-03 16:00:00,375.0,57.75,36.25,14.0,,,,,1377968,,,,,,,,,
520381,520381,2015-01-03 16:00:00,452.0,43.46826171875,37.5199012756348,3.87942004203796,6.0,32.1307716369629,,,352490,6.1,-0.1,6.7,5.59999990463257,-1.1,,,,
520383,520383,2015-01-03 16:00:00,270.0,112.25,57.25,35.75,,,,,352489,,,,,,,,,
520384,520384,2015-01-03 16:00:00,463.0,,,,,,,,514083,,,,,,,,,
520382,520382,2015-01-03 16:00:00,203.0,33.75,28.25,3.5,,,,,352488,,,,,,,,,
520377,520377,2015-01-03 17:00:00,452.0,50.8591117858887,43.5753593444824,4.7503399848938,11.3000001907349,31.0830307006836,,,151858,9.2,2.1,7.6,9.10000038146973,1.5,,,,
520376,520376,2015-01-03 17:00:00,206.0,480.75,109.5,242.0,,,,,239981,,,,,,,,,
520375,520375,2015-01-03 17:00:00,270.0,99.5,58.0,27.0,,,,,151857,,,,,,,,,
520374,520374,2015-01-03 17:00:00,203.0,37.0,33.25,2.5,,,,,1377966,,,,,,,,,
520373,520373,2015-01-03 17:00:00,375.0,95.5,54.5,26.75,,,,,239983,,,,,,,,,
520372,520372,2015-01-03 17:00:00,215.0,105.25,60.25,29.25,,,,,514081,,,,,,,,,
520371,520371,2015-01-03 17:00:00,463.0,,,,,,,,151859,,,,,,,,,
520364,520364,2015-01-03 18:00:00,215.0,112.25,69.5,27.75,,,,,630296,,,,,,,,,
520365,520365,2015-01-03 18:00:00,375.0,134.75,68.75,43.25,,,,,239979,,,,,,,,,
520366,520366,2015-01-03 18:00:00,463.0,,,,,,,,630299,,,,,,,,,
520370,520370,2015-01-03 18:00:00,452.0,60.7553405761719,52.7434005737305,5.22524976730347,13.3000001907349,22.6511993408203,,,514079,13.4,-0.1,13.8,14.5,0.7,,,,
520368,520368,2015-01-03 18:00:00,270.0,113.5,57.25,36.25,,,,,1041603,,,,,,,,,
520369,520369,2015-01-03 18:00:00,206.0,470.25,109.75,234.5,,,,,514077,,,,,,,,,
520367,520367,2015-01-03 18:00:00,203.0,49.25,38.5,7.0,,,,,630293,,,,,,,,,
520358,520358,2015-01-03 19:00:00,375.0,95.5,59.0,23.5,,,,,630290,,,,,,,,,
520357,520357,2015-01-03 19:00:00,203.0,44.0,39.0,3.0,,,,,352487,,,,,,,,,
520359,520359,2015-01-03 19:00:00,452.0,56.9972801208496,47.5284881591797,6.17538022994995,15.6000003814697,25.6946392059326,,,854429,16.2,-0.6,15.9,16.1000003814697,0.2,,,,
520363,520363,2015-01-03 19:00:00,215.0,152.25,80.75,46.75,,,,,239977,,,,,,,,,
520361,520361,2015-01-03 19:00:00,463.0,,,,,,,,1041601,,,,,,,,,
520362,520362,2015-01-03 19:00:00,206.0,386.75,86.25,196.0,,,,,1377964,,,,,,,,,
520360,520360,2015-01-03 19:00:00,270.0,90.75,55.75,22.75,,,,,854427,,,,,,,,,
520356,520356,2015-01-03 20:00:00,463.0,,,,,,,,514075,,,,,,,,,
520355,520355,2015-01-03 20:00:00,270.0,92.0,56.0,23.25,,,,,854425,,,,,,,,,
520354,520354,2015-01-03 20:00:00,215.0,72.75,55.25,11.5,,,,,239975,,,,,,,,,
520353,520353,2015-01-03 20:00:00,375.0,44.5,38.25,4.25,,,,,630287,,,,,,,,,
520352,520352,2015-01-03 20:00:00,203.0,48.25,43.0,3.5,,,,,1377958,,,,,,,,,
520351,520351,2015-01-03 20:00:00,206.0,282.5,73.25,136.5,,,,,1377960,,,,,,,,,
520350,520350,2015-01-03 20:00:00,452.0,34.8247108459473,29.2402095794678,3.64211988449097,9.60000038146973,43.2568016052246,,,1377962,8.1,1.5,8.3,9.69999980926514,1.4,,,,
520344,520344,2015-01-03 21:00:00,215.0,50.0,39.5,6.5,,,,,630284,,,,,,,,,
520343,520343,2015-01-03 21:00:00,270.0,63.5,40.25,15.5,,,,,151855,,,,,,,,,
520345,520345,2015-01-03 21:00:00,206.0,227.75,66.0,105.5,,,,,352485,,,,,,,,,
520349,520349,2015-01-03 21:00:00,203.0,38.75,33.0,3.75,,,,,1377954,,,,,,,,,
520347,520347,2015-01-03 21:00:00,452.0,23.2999897003174,19.5366706848145,2.45438003540039,10.8999996185303,51.1897087097168,,,1377956,8.5,2.4,7.0,10.3999996185303,3.4,,,,
520348,520348,2015-01-03 21:00:00,463.0,,,,,,,,151856,,,,,,,,,
520346,520346,2015-01-03 21:00:00,375.0,47.0,31.0,10.25,,,,,352486,,,,,,,,,
520342,520342,2015-01-03 22:00:00,215.0,46.0,35.25,7.0,,,,,239973,,,,,,,,,
520341,520341,2015-01-03 22:00:00,203.0,18.75,17.0,1.25,,,,,1377952,,,,,,,,,
520340,520340,2015-01-03 22:00:00,206.0,236.5,68.0,109.75,,,,,854423,,,,,,,,,
520339,520339,2015-01-03 22:00:00,270.0,35.25,26.5,6.0,,,,,352484,,,,,,,,,
520338,520338,2015-01-03 22:00:00,452.0,23.1747207641602,18.6836891174316,2.92897009849548,8.80000019073486,51.9879913330078,,,514073,7.5,1.3,7.1,9.10000038146973,2.0,,,,
